date,temperature,humidity,luminosity
2021-11-17 15:25:35.417,18.5,23.7,137
2021-11-17 15:25:33.139,18.5,23.7,137
2021-11-17 15:25:30.862,18.5,23.8,137
2021-11-17 15:25:28.580,18.5,23.8,137
2021-11-17 15:25:26.302,18.6,23.8,137
2021-11-17 15:25:24.025,18.5,23.9,137
2021-11-17 15:25:21.747,18.5,24.0,137
2021-11-17 15:25:19.470,18.5,24.0,137
2021-11-17 15:25:17.192,18.5,24.1,137
2021-11-17 15:25:14.914,18.5,24.1,137
2021-11-17 15:25:12.637,18.5,24.1,137
2021-11-17 15:25:10.359,18.5,24.2,137
2021-11-17 15:25:08.082,18.5,24.2,137
2021-11-17 15:25:05.804,18.5,24.3,137
2021-11-17 15:25:03.526,18.5,24.3,137
2021-11-17 15:25:01.249,18.5,24.3,137
2021-11-17 15:24:58.971,18.5,24.3,137
2021-11-17 15:24:56.694,18.5,24.3,137
2021-11-17 15:24:54.416,18.5,24.3,137
2021-11-17 15:24:52.139,18.5,24.2,138
2021-11-17 15:24:49.857,18.5,24.2,138
2021-11-17 15:24:47.579,18.5,24.2,137
2021-11-17 15:24:45.302,18.6,24.3,137
2021-11-17 15:24:43.024,18.5,24.2,137
2021-11-17 15:24:40.746,18.5,24.3,138
2021-11-17 15:24:38.469,18.5,24.2,137
2021-11-17 15:24:36.191,18.5,24.3,138
2021-11-17 15:24:33.914,18.6,24.2,137
2021-11-17 15:24:31.636,18.6,24.3,137
2021-11-17 15:24:29.359,18.6,24.3,137
2021-11-17 15:24:27.081,18.5,24.2,137
2021-11-17 15:24:24.803,18.5,24.3,138
2021-11-17 15:24:22.526,18.6,24.3,138
2021-11-17 15:24:20.248,18.6,24.3,138
2021-11-17 15:24:17.971,18.6,24.3,137
2021-11-17 15:24:15.689,18.6,24.3,138
2021-11-17 15:24:13.411,18.6,24.3,138
2021-11-17 15:24:11.134,18.5,24.3,138
2021-11-17 15:24:08.855,18.5,24.3,138
2021-11-17 15:24:06.578,18.6,24.3,138
2021-11-17 15:24:04.300,18.5,24.3,138
2021-11-17 15:24:02.023,18.6,24.2,138
2021-11-17 15:23:59.745,18.5,24.2,138
2021-11-17 15:23:57.468,18.6,24.2,137
2021-11-17 15:23:55.190,18.5,24.2,137
2021-11-17 15:23:52.912,18.6,24.2,138
2021-11-17 15:23:50.635,18.6,24.2,137
2021-11-17 15:23:48.357,18.6,24.2,138
2021-11-17 15:23:46.080,18.6,24.2,138
2021-11-17 15:23:43.802,18.6,24.2,138
2021-11-17 15:23:41.524,18.6,24.3,138
2021-11-17 15:23:39.243,18.6,24.3,138
2021-11-17 15:23:36.965,18.6,24.3,138
2021-11-17 15:23:34.688,18.6,24.3,137
2021-11-17 15:23:32.410,18.6,24.2,137
2021-11-17 15:23:30.132,18.6,24.2,137
2021-11-17 15:23:27.855,18.6,24.2,138
2021-11-17 15:23:25.577,18.6,24.2,138
2021-11-17 15:23:23.300,18.6,24.2,138
2021-11-17 15:23:21.022,18.6,24.2,138
2021-11-17 15:23:18.744,18.6,24.2,138
2021-11-17 15:23:16.467,18.6,24.2,138
2021-11-17 15:23:14.189,18.6,24.1,138
2021-11-17 15:23:11.912,18.6,24.1,138
2021-11-17 15:23:09.634,18.6,24.1,138
2021-11-17 15:23:07.357,18.6,24.1,138
2021-11-17 15:23:05.079,18.6,24.1,137
2021-11-17 15:23:02.798,18.6,24.1,138
2021-11-17 15:23:00.520,18.6,24.0,138
2021-11-17 15:22:58.242,18.6,24.0,138
2021-11-17 15:22:55.965,18.6,24.0,138
2021-11-17 15:22:53.687,18.6,24.0,138
2021-11-17 15:22:51.410,18.6,24.0,138
2021-11-17 15:22:49.132,18.6,23.9,138
2021-11-17 15:22:46.854,18.6,23.9,138
2021-11-17 15:22:44.577,18.6,23.9,138
2021-11-17 15:22:42.299,18.6,23.8,138
2021-11-17 15:22:40.022,18.6,23.8,138
2021-11-17 15:22:37.744,18.6,23.8,137
2021-11-17 15:22:35.466,18.6,23.8,138
2021-11-17 15:22:33.189,18.6,23.7,138
2021-11-17 15:22:30.911,18.6,23.7,138
2021-11-17 15:22:28.634,18.6,23.7,137
2021-11-17 15:22:26.356,18.6,23.7,138
2021-11-17 15:22:24.074,18.6,23.7,138
2021-11-17 15:22:21.797,18.6,23.7,138
2021-11-17 15:22:19.519,18.6,23.7,137
2021-11-17 15:22:17.242,18.6,23.7,138
2021-11-17 15:22:14.964,18.6,23.7,138
2021-11-17 15:22:12.686,18.6,23.7,138
2021-11-17 15:22:10.409,18.6,23.7,138
2021-11-17 15:22:08.131,18.6,23.7,138
2021-11-17 15:22:05.853,18.6,23.7,138
2021-11-17 15:22:03.575,18.6,23.6,138
2021-11-17 15:22:01.298,18.6,23.6,138
2021-11-17 15:21:59.020,18.6,23.5,138
2021-11-17 15:21:56.743,18.5,23.5,138
2021-11-17 15:21:54.465,18.5,23.4,137
2021-11-17 15:21:52.187,18.6,23.3,138
2021-11-17 15:21:49.906,18.6,23.3,138
2021-11-17 15:21:47.628,18.6,23.2,138
2021-11-17 15:21:45.351,18.5,23.2,138
2021-11-17 15:21:43.073,18.5,23.3,137
2021-11-17 15:21:40.795,18.5,23.3,138
2021-11-17 15:21:38.518,18.6,23.4,138
2021-11-17 15:21:36.240,18.6,23.5,138
2021-11-17 15:21:33.963,18.5,23.5,138
2021-11-17 15:21:31.685,18.5,23.6,137
2021-11-17 15:21:29.407,18.5,23.6,138
2021-11-17 15:21:27.130,18.6,23.7,138
2021-11-17 15:21:24.852,18.5,23.7,138
2021-11-17 15:21:22.575,18.5,23.7,138
2021-11-17 15:21:20.297,18.6,23.7,138
2021-11-17 15:21:18.019,18.5,23.7,138
2021-11-17 15:21:15.742,18.5,23.7,138
2021-11-17 15:21:13.464,18.5,23.7,138
2021-11-17 15:21:11.187,18.5,23.7,138
2021-11-17 15:21:08.905,18.5,23.7,138
2021-11-17 15:21:06.627,18.5,23.7,137
2021-11-17 15:21:04.351,18.5,23.7,138
2021-11-17 15:21:02.073,18.5,23.7,138
2021-11-17 15:20:59.795,18.5,23.7,137
2021-11-17 15:20:57.518,18.5,23.7,137
2021-11-17 15:20:55.240,18.5,23.6,137
2021-11-17 15:20:52.963,18.5,23.6,137
2021-11-17 15:20:50.685,18.5,23.6,137
2021-11-17 15:20:48.407,18.5,23.6,137
2021-11-17 15:20:46.130,18.5,23.6,138
2021-11-17 15:20:43.852,18.5,23.6,138
2021-11-17 15:20:41.575,18.5,23.5,138
2021-11-17 15:20:39.297,18.5,23.5,137
2021-11-17 15:20:37.019,18.5,23.4,137
2021-11-17 15:20:34.742,18.5,23.3,138
2021-11-17 15:20:32.464,18.5,23.3,138
2021-11-17 15:20:30.187,18.5,23.3,137
2021-11-17 15:20:27.909,18.5,23.2,137
2021-11-17 15:20:25.627,18.5,23.2,137
2021-11-17 15:20:23.350,18.5,23.1,137
2021-11-17 15:20:21.072,18.6,23.0,138
2021-11-17 15:20:18.795,18.5,23.0,137
2021-11-17 15:20:16.517,18.6,22.9,137
2021-11-17 15:20:14.239,18.5,22.9,138
2021-11-17 15:20:11.962,18.6,22.9,137
2021-11-17 15:20:09.684,18.6,22.9,137
2021-11-17 15:20:07.407,18.5,22.8,137
2021-11-17 15:20:05.129,18.6,22.9,137
2021-11-17 15:20:02.851,18.6,22.9,137
2021-11-17 15:20:00.574,18.5,22.9,137
2021-11-17 15:19:58.296,18.6,22.9,138
2021-11-17 15:19:56.019,18.5,22.9,138
2021-11-17 15:19:53.741,18.5,22.9,138
2021-11-17 15:19:51.464,18.5,23.0,137
2021-11-17 15:19:49.182,18.5,23.0,137
2021-11-17 15:19:46.904,18.5,23.0,137
2021-11-17 15:19:44.627,18.5,23.0,137
2021-11-17 15:19:42.349,18.5,23.0,138
2021-11-17 15:19:40.071,18.5,23.0,138
2021-11-17 15:19:37.794,18.5,23.0,138
2021-11-17 15:19:35.516,18.5,23.0,137
2021-11-17 15:19:33.239,18.5,23.0,137
2021-11-17 15:19:30.961,18.5,23.0,137
2021-11-17 15:19:28.684,18.5,23.0,137
2021-11-17 15:19:26.406,18.5,23.0,138
2021-11-17 15:19:24.128,18.5,23.0,138
2021-11-17 15:19:21.851,18.5,23.1,138
2021-11-17 15:19:19.573,18.5,23.0,138
2021-11-17 15:19:17.291,18.5,23.0,136
2021-11-17 15:19:15.014,18.5,23.0,137
2021-11-17 15:19:12.736,18.6,23.0,138
2021-11-17 15:19:10.459,18.6,23.0,138
2021-11-17 15:19:08.181,18.6,23.0,138
2021-11-17 15:19:05.904,18.6,23.0,137
2021-11-17 15:19:03.626,18.6,23.0,137
2021-11-17 15:19:01.348,18.6,22.9,137
2021-11-17 15:18:59.071,18.6,22.9,137
2021-11-17 15:18:56.793,18.6,22.9,137
2021-11-17 15:18:54.516,18.6,22.9,137
2021-11-17 15:18:52.238,18.6,22.8,138
2021-11-17 15:18:49.961,18.6,22.8,138
2021-11-17 15:18:47.683,18.7,22.8,138
2021-11-17 15:18:45.405,18.7,22.7,138
2021-11-17 15:18:43.128,18.7,22.5,138
2021-11-17 15:18:40.850,18.7,22.4,138
2021-11-17 15:18:38.573,18.7,22.3,138
2021-11-17 15:18:36.291,18.7,22.2,138
2021-11-17 15:18:34.013,18.7,22.2,138
2021-11-17 15:18:31.736,18.7,22.2,138
2021-11-17 15:18:29.458,18.7,22.2,138
2021-11-17 15:18:27.181,18.7,22.1,138
2021-11-17 15:18:24.903,18.7,22.1,138
2021-11-17 15:18:22.625,18.7,22.1,138
2021-11-17 15:18:20.348,18.7,22.2,138
2021-11-17 15:18:18.070,18.7,22.2,138
2021-11-17 15:18:15.793,18.7,22.3,138
2021-11-17 15:18:13.515,18.7,22.3,138
2021-11-17 15:18:11.237,18.7,22.4,138
2021-11-17 15:18:08.960,18.7,22.5,138
2021-11-17 15:18:06.682,18.7,22.5,138
2021-11-17 15:18:04.401,18.7,22.6,138
2021-11-17 15:18:02.123,18.7,22.7,138
2021-11-17 15:17:59.845,18.7,22.8,138
2021-11-17 15:17:57.567,18.7,22.9,138
2021-11-17 15:17:55.290,18.7,23.1,138
2021-11-17 15:17:53.012,18.7,23.1,138
2021-11-17 15:17:50.735,18.7,23.3,138
2021-11-17 15:17:48.457,18.7,23.3,138
2021-11-17 15:17:46.180,18.7,23.5,138
2021-11-17 15:17:43.902,18.7,23.6,139
2021-11-17 15:17:41.624,18.7,23.7,138
2021-11-17 15:17:39.347,18.7,23.7,138
2021-11-17 15:17:37.069,18.7,23.7,138
2021-11-17 15:17:34.792,18.7,23.6,138
2021-11-17 15:17:32.514,18.7,23.2,138
2021-11-17 15:17:30.236,18.7,23.1,138
2021-11-17 15:17:27.955,18.7,23.2,138
2021-11-17 15:17:25.677,18.7,23.2,138
2021-11-17 15:17:23.400,18.7,23.2,138
2021-11-17 15:17:21.122,18.7,23.2,138
2021-11-17 15:17:18.844,18.7,23.2,138
2021-11-17 15:17:16.567,18.7,23.2,138
2021-11-17 15:17:14.289,18.7,23.2,138
2021-11-17 15:17:12.012,18.7,23.1,138
2021-11-17 15:17:09.734,18.7,23.0,138
2021-11-17 15:17:07.456,18.7,22.8,138
2021-11-17 15:17:05.179,18.7,22.8,138
2021-11-17 15:17:02.901,18.7,22.8,138
2021-11-17 15:17:00.624,18.7,22.8,138
2021-11-17 15:16:58.346,18.7,22.8,138
2021-11-17 15:16:56.068,18.7,22.8,138
2021-11-17 15:16:53.790,18.7,22.6,138
2021-11-17 15:16:51.509,18.7,22.6,138
2021-11-17 15:16:49.231,18.7,22.6,138
2021-11-17 15:16:46.954,18.7,22.6,138
2021-11-17 15:16:44.676,18.7,22.6,136
2021-11-17 15:16:42.398,18.7,22.6,138
2021-11-17 15:16:40.121,18.7,22.6,136
2021-11-17 15:16:37.843,18.7,22.6,138
2021-11-17 15:16:35.566,18.7,22.6,138
2021-11-17 15:16:33.288,18.6,22.5,138
2021-11-17 15:16:31.010,18.7,22.6,138
2021-11-17 15:16:28.733,18.7,22.6,138
2021-11-17 15:16:26.455,18.7,22.6,138
2021-11-17 15:16:24.178,18.7,22.7,138
2021-11-17 15:16:21.900,18.7,22.7,138
2021-11-17 15:16:19.622,18.7,22.7,138
2021-11-17 15:16:17.341,18.7,22.7,138
2021-11-17 15:16:15.063,18.7,22.7,138
2021-11-17 15:16:12.786,18.7,22.8,138
2021-11-17 15:16:10.508,18.7,22.8,138
2021-11-17 15:16:08.230,18.7,22.8,138
2021-11-17 15:16:05.953,18.7,22.8,138
2021-11-17 15:16:03.675,18.7,22.9,138
2021-11-17 15:16:01.398,18.7,22.9,137
2021-11-17 15:15:59.120,18.7,22.9,138
2021-11-17 15:15:56.843,18.7,22.9,138
2021-11-17 15:15:54.565,18.8,22.9,138
2021-11-17 15:15:52.288,18.8,22.9,138
2021-11-17 15:15:50.010,18.8,22.9,138
2021-11-17 15:15:47.732,18.8,22.9,138
2021-11-17 15:15:45.455,18.8,22.9,138
2021-11-17 15:15:43.177,18.8,22.8,138
2021-11-17 15:15:40.900,18.8,22.8,138
2021-11-17 15:15:38.622,18.8,22.9,138
2021-11-17 15:15:36.344,18.8,22.8,138
2021-11-17 15:15:34.067,18.9,22.9,138
2021-11-17 15:15:31.785,18.9,22.9,138
2021-11-17 15:15:29.508,18.8,22.8,138
2021-11-17 15:15:27.230,18.9,22.9,138
2021-11-17 15:15:24.952,18.9,22.9,138
2021-11-17 15:15:22.675,18.9,22.9,138
2021-11-17 15:15:20.397,18.9,22.9,139
2021-11-17 15:15:18.120,18.9,22.9,138
2021-11-17 15:15:15.842,18.9,22.9,139
2021-11-17 15:15:13.564,18.9,22.9,138
2021-11-17 15:15:11.287,18.9,22.9,138
2021-11-17 15:15:09.009,18.9,22.9,138
2021-11-17 15:15:06.732,18.9,22.8,138
2021-11-17 15:15:04.454,18.9,22.9,138
2021-11-17 15:15:02.177,18.9,22.9,138
2021-11-17 15:14:59.899,18.9,22.8,138
2021-11-17 15:14:57.621,18.9,22.8,138
2021-11-17 15:14:55.343,18.9,22.8,139
2021-11-17 15:14:53.066,19.0,22.8,138
2021-11-17 15:14:50.788,18.9,22.8,139
2021-11-17 15:14:48.511,19.0,22.8,138
2021-11-17 15:14:46.233,19.0,22.8,138
2021-11-17 15:14:43.951,19.0,22.8,139
2021-11-17 15:14:41.674,19.0,22.8,139
2021-11-17 15:14:39.396,19.0,22.8,140
2021-11-17 15:14:37.119,19.0,22.8,139
2021-11-17 15:14:34.841,19.0,22.8,139
2021-11-17 15:14:32.563,19.0,22.8,139
2021-11-17 15:14:30.286,19.0,22.8,139
2021-11-17 15:14:28.008,19.0,22.8,139
2021-11-17 15:14:25.731,19.0,22.8,139
2021-11-17 15:14:23.453,19.0,22.8,139
2021-11-17 15:14:21.175,19.1,22.9,139
2021-11-17 15:14:18.898,19.1,22.9,139
2021-11-17 15:14:16.620,19.1,22.9,139
2021-11-17 15:14:14.343,19.1,22.9,139
2021-11-17 15:14:12.065,19.1,22.9,139
2021-11-17 15:14:09.787,19.1,22.9,139
2021-11-17 15:14:07.510,19.1,22.9,140
2021-11-17 15:14:05.232,19.1,22.9,140
2021-11-17 15:14:02.955,19.1,22.9,140
2021-11-17 15:14:00.673,19.1,22.9,137
2021-11-17 15:13:58.395,19.1,22.9,139
2021-11-17 15:13:56.118,19.1,22.9,140
2021-11-17 15:13:53.841,19.1,22.9,139
2021-11-17 15:13:51.563,19.1,22.9,139
2021-11-17 15:13:49.286,19.1,22.9,138
2021-11-17 15:13:47.008,19.1,22.9,139
2021-11-17 15:13:44.730,19.1,22.9,140
2021-11-17 15:13:42.453,19.1,22.8,138
2021-11-17 15:13:40.175,19.1,22.8,140
2021-11-17 15:13:37.898,19.1,22.8,140
2021-11-17 15:13:35.620,19.1,22.8,139
2021-11-17 15:13:33.342,19.1,22.8,139
2021-11-17 15:13:31.065,19.1,22.8,139
2021-11-17 15:13:28.787,19.1,22.8,139
2021-11-17 15:13:26.506,19.1,22.8,139
2021-11-17 15:13:24.228,19.1,22.7,139
2021-11-17 15:13:21.950,19.1,22.7,139
2021-11-17 15:13:19.673,19.1,22.7,139
2021-11-17 15:13:17.395,19.1,22.7,139
2021-11-17 15:13:15.118,19.1,22.7,140
2021-11-17 15:13:12.840,19.1,22.7,139
2021-11-17 15:13:10.562,19.1,22.7,140
2021-11-17 15:13:08.285,19.1,22.7,139
2021-11-17 15:13:06.007,19.1,22.7,139
2021-11-17 15:13:03.730,19.1,22.7,139
2021-11-17 15:13:01.452,19.1,22.7,139
2021-11-17 15:12:59.174,19.1,22.7,140
2021-11-17 15:12:56.897,19.1,22.7,139
2021-11-17 15:12:54.619,19.1,22.7,139
2021-11-17 15:12:52.338,19.1,22.7,139
2021-11-17 15:12:50.060,19.1,22.7,139
2021-11-17 15:12:47.782,19.1,22.7,139
2021-11-17 15:12:45.505,19.1,22.7,139
2021-11-17 15:12:43.227,19.1,22.7,139
2021-11-17 15:12:40.950,19.1,22.7,139
2021-11-17 15:12:38.672,19.1,22.7,139
2021-11-17 15:12:36.394,19.1,22.7,140
2021-11-17 15:12:34.117,19.1,22.6,139
2021-11-17 15:12:31.839,19.1,22.6,139
2021-11-17 15:12:29.562,19.1,22.6,139
2021-11-17 15:12:27.284,19.1,22.6,139
2021-11-17 15:12:25.006,19.1,22.6,139
2021-11-17 15:12:22.729,19.1,22.6,139
2021-11-17 15:12:20.451,19.1,22.5,139
2021-11-17 15:12:18.174,19.1,22.5,139
2021-11-17 15:12:15.896,19.1,22.5,139
2021-11-17 15:12:13.614,19.1,22.5,138
2021-11-17 15:12:11.337,19.1,22.5,139
2021-11-17 15:12:09.059,19.1,22.5,139
2021-11-17 15:12:06.782,19.1,22.5,139
2021-11-17 15:12:04.504,19.1,22.5,139
2021-11-17 15:12:02.226,19.1,22.5,139
2021-11-17 15:11:59.949,19.1,22.5,139
2021-11-17 15:11:57.671,19.1,22.5,139
2021-11-17 15:11:55.394,19.1,22.5,138
2021-11-17 15:11:53.116,19.1,22.5,139
2021-11-17 15:11:50.838,19.1,22.5,139
2021-11-17 15:11:48.561,19.1,22.4,138
2021-11-17 15:11:46.283,19.1,22.4,139
2021-11-17 15:11:44.006,19.1,22.4,139
2021-11-17 15:11:41.728,19.1,22.4,139
2021-11-17 15:11:39.450,19.1,22.4,139
2021-11-17 15:11:37.173,19.1,22.4,140
2021-11-17 15:11:34.895,19.1,22.4,138
2021-11-17 15:11:32.614,19.1,22.4,139
2021-11-17 15:11:30.336,19.1,22.4,139
2021-11-17 15:11:28.058,19.1,22.4,139
2021-11-17 15:11:25.781,19.1,22.4,139
2021-11-17 15:11:23.503,19.1,22.4,138
2021-11-17 15:11:21.226,19.1,22.4,139
2021-11-17 15:11:18.948,19.1,22.3,138
2021-11-17 15:11:16.670,19.1,22.3,138
2021-11-17 15:11:14.393,19.1,22.3,138
2021-11-17 15:11:12.115,19.1,22.3,139
2021-11-17 15:11:09.838,19.1,22.2,139
2021-11-17 15:11:07.556,19.1,22.2,138
2021-11-17 15:11:05.278,19.1,22.2,140
2021-11-17 15:11:03.001,19.1,22.2,138
2021-11-17 15:11:00.723,19.1,22.2,139
2021-11-17 15:10:58.446,19.1,22.1,138
2021-11-17 15:10:56.168,19.1,22.1,139
2021-11-17 15:10:53.890,19.1,22.1,139
2021-11-17 15:10:51.613,19.1,22.1,139
2021-11-17 15:10:49.335,19.1,22.0,138
2021-11-17 15:10:47.058,19.1,22.0,139
2021-11-17 15:10:44.776,19.1,22.0,138
2021-11-17 15:10:42.498,19.1,22.0,139
2021-11-17 15:10:40.221,19.1,22.0,139
2021-11-17 15:10:37.943,19.1,21.9,139
2021-11-17 15:10:35.666,19.1,21.9,138
2021-11-17 15:10:33.388,19.1,21.9,138
2021-11-17 15:10:31.110,19.0,21.8,139
2021-11-17 15:10:28.833,19.1,21.8,138
2021-11-17 15:10:26.555,19.1,21.8,139
2021-11-17 15:10:24.278,19.0,21.7,138
2021-11-17 15:10:22.000,19.0,21.7,139
2021-11-17 15:10:19.722,19.0,21.7,138
2021-11-17 15:10:17.445,19.0,21.6,139
2021-11-17 15:10:15.163,19.0,21.6,138
2021-11-17 15:10:12.886,19.0,21.6,139
2021-11-17 15:10:10.608,19.0,21.6,138
2021-11-17 15:10:08.330,19.0,21.5,138
2021-11-17 15:10:06.053,19.0,21.5,138
2021-11-17 15:10:03.775,19.0,21.5,138
2021-11-17 15:10:01.498,19.0,21.6,138
2021-11-17 15:09:59.220,19.0,21.6,138
2021-11-17 15:09:56.943,19.0,21.6,138
2021-11-17 15:09:54.665,19.0,21.6,138
2021-11-17 15:09:52.387,19.0,21.6,138
2021-11-17 15:09:50.110,19.0,21.6,138
2021-11-17 15:09:47.832,19.0,21.6,138
2021-11-17 15:09:45.555,19.0,21.6,138
2021-11-17 15:09:43.277,18.9,21.5,138
2021-11-17 15:09:41.000,18.9,21.5,138
2021-11-17 15:09:38.722,18.9,21.5,138
2021-11-17 15:09:36.440,18.9,21.5,138
2021-11-17 15:09:34.163,18.9,21.4,138
2021-11-17 15:09:31.885,18.9,21.4,138
2021-11-17 15:09:29.607,18.9,21.4,138
2021-11-17 15:09:27.330,18.9,21.4,138
2021-11-17 15:09:25.052,18.9,21.4,138
2021-11-17 15:09:22.775,18.9,21.4,138
2021-11-17 15:09:20.497,18.9,21.3,138
2021-11-17 15:09:18.220,18.9,21.3,138
2021-11-17 15:09:15.942,18.8,21.2,138
2021-11-17 15:09:13.664,18.8,21.2,138
2021-11-17 15:09:11.387,18.8,21.2,138
2021-11-17 15:09:09.109,18.8,21.2,138
2021-11-17 15:09:06.832,18.8,21.2,138
2021-11-17 15:09:04.554,18.8,21.2,138
2021-11-17 15:09:02.276,18.8,21.1,138
2021-11-17 15:08:59.999,18.8,21.1,138
2021-11-17 15:08:57.721,18.8,21.1,138
2021-11-17 15:08:55.444,18.8,21.1,138
2021-11-17 15:08:53.166,18.8,21.1,138
2021-11-17 15:08:50.884,18.8,21.1,138
2021-11-17 15:08:48.607,18.8,21.1,138
2021-11-17 15:08:46.329,18.8,21.1,138
2021-11-17 15:08:44.051,18.8,21.0,138
2021-11-17 15:08:41.774,18.8,21.1,138
2021-11-17 15:08:39.496,18.8,21.0,138
2021-11-17 15:08:37.218,18.8,21.0,137
2021-11-17 15:08:34.941,18.8,21.0,138
2021-11-17 15:08:32.663,18.8,21.0,138
2021-11-17 15:08:30.386,18.8,21.0,138
2021-11-17 15:08:28.108,18.8,21.0,138
2021-11-17 15:08:25.830,18.8,21.0,138
2021-11-17 15:08:23.553,18.8,21.0,138
2021-11-17 15:08:21.275,18.7,21.0,138
2021-11-17 15:08:18.998,18.8,21.0,138
2021-11-17 15:08:16.720,18.7,21.0,138
